InvoiceNo,StockCode,Description,Category,Quantity,UnitPrice,InvoiceDate,CustomerID,Age,Gender,Country,SalesRep,ReturnFlag,Total
INV188949,P0051,Product 51,Sports,9 units,926.18,45056,C003745,62,Male,Canad,SR005,0,8335.62
INV168476,P0105,Product 105,beauty ,9,977.41,18-10-2023 05:00,C004871,58,Female,UK,SR012,0,8796.69
INV179531,P0111,Product 111 ***,Beauty,1,$997.25,28-02-2023 13:34,C001892,40,Male,U S A,SR020,0,997.25
INV126736,P0057,Product 57,Automotive,2 units,166.3,"Dec 20, 2023 03:23 PM",C002079,42,Female,Australia,SR008,0,332.6
INV133728,P0193,Product 193,Electronics,4,831.98,31-07-2023 09:04,C001879,20,Male,Inda,SR001,0,3327.92
INV172798,P0022,Product 22,beauty ,2,159.51,45138,C001489,,Male,Canad,SR016,0,319.02
INV147376,P0194,Product 194,GROCERY,1 units,850.21,03-11-2023 08:48,C000769,32,Female,Uk,SR017,0,850.21
INV102300,P0044,Product 44,Fashion,4,233.22,09-08-2023 07:19,C003462,64,Male,Inda,SR013,0,932.88
INV118710,P0198,Product 198,Health,3,60.91,03-05-2023 07:45,C002167,5,Male,Canad,SR020,0,182.73
INV163570,P0012,Product 12,Fashon,4,89.26,24-08-2023 08:50,C004738,40,Male,Frnace,SR010,0,357.04
INV164513,P0169,Product 169,Beauty,3,860.81,"Jan 08, 2023 11:23 AM",C004697,18,Female,USA,SR004,0,2582.43
INV165685,P0054,Product 54,beauty ,8,765.32,44998,,,Female,UK,SR017,0,6122.56
INV122787,P0039,Product 39,SPORTS,3 units,904.1,01-05-2023 05:54,C001120,60,Female,Frnace,SR009,,2712.3
INV166827,P0080,Product 80 (,Health,5,363.01,01-09-2023 17:08,C001260,60,Male,USA,SR017,0,1815.05
INV166774,P0065,Product 65,Electronics,6,290.4,06-03-2023 11:54,C000217,69,Female,France,SR014,0,1742.4
INV193699,P0036,Product 36 (,Automotive,2 units,948.26,31-05-2023 05:09,3536,53,Female,Untied States,SR015,0,1896.52
INV145850,P0125,Product 125,electronisc,6,540.23,"Aug 30, 2023 09:01 PM",C002967,32,Female,Uk,SR017,0,3241.38
INV103943,P0173,Product 173,Grocery,8,985.47,30-06-2023 01:56,C001575,57,Male,USA,SR014,0,7883.76
INV199162,P0158,Product 158,Fashion ,3,914.31,"Mar 14, 2023 07:08 PM",C002968,65,Male,Germany,SR012,0,2742.93
INV104412,P0091,Product 91,Automotive,4,989.41,04-10-2023 18:05,C004536,36,Female,Uk,SR013,0,3957.64
INV160644,P0182,Product 182,Toys,2 units,38.61,15-05-2023 15:53,C001694,69,F,Germny,SR007,0,77.22
INV197923,P0055,Product 55,Automotive,4,$945.95,"Aug 04, 2023 02:11 AM",C003099,23,Male,Uk,SR005,0,3783.8
INV188523,P0165,Product 165,Beauty,7,730.61,45078,C000302,26,Female,India,SR009,0,5114.27
INV17057,P0166,Product 166,Fashion,8,8.61,"Mar 27, 2023 09:15 PM",C003361,45,Male,Austalia,SR016,0,68.88
INV164190,P0085,Product 85,Fashion,9,790.49,45175,C004859,,Male,U S A,SR017,0,7114.41
INV182278,P0139,Product 139,Fashon,3,461.2,17-09-2023 00:19,C002596,18,Female,Canada,SR015,0,1383.6
INV176526,P0035,Product 35,Fashon,2,902.9,30-09-2023 06:09,C000926,25,Male,Germany,SR011,0,1805.8
INV145879,P0058,Product 58,GROCERY,8,388.08,04-09-2023 00:44,C001839,20,Female,Canada,SR014,0,3104.64
INV159196,P0072,Product 72,Toyz,1,973.33,09-08-2023 06:04,C004323,27,Male,Germany,SR018,0,973.33
INV143231,P0180,Product 180,Electronics,1,980.39,02-05-2023 00:25,C000608,51,Male,India,SR016,0,980.39
INV169316,P0113,Product 113,home decor,9,148.31,06-04-2023 06:37,C002182,30,Male,Germny,SR007,0,1334.79
INV173123,P0146,Product 146,Fashion,7,761.34,08-10-2023 23:56,,33,Female,U S A,SR019,1,5329.38
INV194217,P0016,Product 16 ###,Fashon,5 units,712.22,25-03-2023 22:01,C004007,51,Female,Germany,SR013,0,3561.1
INV113994,P0184,Product 184,Electronics,2,108.82,28-06-2023 21:00,,65,Female,Uk,SR002,0,217.64
INV110636,P0003,Product 3,electronisc,2,$733.41,07-04-2023 17:47,C002372 ,38,Male,Australia,SR001,0,1466.82
INV167039,P0023,Product 23,Fashon,8,996.86,24-04-2023 19:15,2557,58,Male,Untied States,SR004,0,7974.88
INV196536,P0063,Product 63,beauty ,-1,387.16,45029,4150,60,Male,Austalia,SR014,1,-387.16
INV198222,P0157,Product 157,Electronics,9,994.56,24-04-2023 17:08,C000861,42,Female,Austalia,SR013,0,8951.04
INV114113,P0058,Product 58,GROCERY,7,403.9,44994,C003812,31,Female,Germany,SR012,0,2827.3
INV188986,P0109,Product 109,Toyz,7,429.89,26-02-2023 05:52,C003162,61,Female,Inda,SR013,0,3009.23
INV101027,P0187,Product 187,HOME DECOR,7,222.89,05-10-2023 18:53,C001895,31,Female,Austalia,SR008,0,1560.23
INV124585,P0092,Product 92,Home Decor,4,74.32,01-12-2023 11:31,C002523,38,Male,U S A,SR010,0,297.28
INV175543,P0055,Product 55,Automotive,5,907.14,04-04-2023 18:31,C002639,48,Male,Uk,SR016,0,4535.7
INV141630,P0118,Product 118,Toys,3,553.91,12-11-2023 07:52,C003469,19,Male,U S A,SR002,0,1661.73
INV173441,P0057,Product 57,Automotive,5,922.53,"Sep 24, 2023 08:33 AM",C004417,68,Female,Untied States,SR017,0,4612.65
INV129792,P0108,Product 108,Toys,1,412.2,45190,C003091,64,Male,Untied States,SR018,0,412.2
INV142577,P0082,Product 82,Health,1,54.05,22-04-2023 13:11,C003715,49,Female,France,SR009,0,54.05
INV122856,P0195,Product 195,Fashon,8,18.84,23-08-2023 02:16,C004680,38,Female,Germany,SR006,0,150.72
INV10812,P0135,Product 135  - damaged,Health,3 units,$432.19,15-07-2023 23:24,C002481,26,Male,India,SR011,0,1296.57
INV143108,P0149,Product 149,Beauty,7,177.27,45199,C002559,69,Male,Uk,SR008,0,1240.89
INV171049,P0008,Product 8,Sports,9,949.94,01-04-2023 19:25,C000593,32,Female,Inda,SR011,0,8549.46
INV197048,P0020,Product 20,GROCERY,4,703.43,05-01-2023 15:55,C003264,39,Male,UK,SR005,0,2813.72
INV191446,P0016,Product 16,Fashon,4,293.01,04-07-2023 14:38,C002211,33,Male,Germany,SR007,0,1172.04
INV123186,P0013,Product 13 (,Grocery,5,155.53,06-10-2023 10:48,C002327,59,Female,USA,SR010,0,777.65
INV126509,P0053,Product 53,GROCERY,6,466.58,"Jul 16, 2023 08:03 PM",C000889,24,Male,Germany,SR018,0,2799.48
INV125276,P0166,Product 166,Fashion,3,489.95,13-07-2023 20:31,C001913,45,Female,Uk,SR013,0,1469.85
INV114223,P0171,Product 171,Electronics ,8,705.47,17-10-2023 03:52,C002328,47,Female,Canada,SR005,0,5643.76
INV143974,P0120,Product 120,Books,4 units,51.22,03-04-2023 22:37,C004893,40,Female,Uk,SR012,0,204.88
INV195366,P0072,Product 72,Toyz,2,709.5,45266,C000835,26,Fem,Untied States,SR005,0,1419
INV160472,P0157,Product 157,Electronics,6,855.51,26-09-2023 16:27,C001923,40,Female,USA,SR003,0,5133.06
INV109752,P0037,Product 37,beauty ,5,193.93,02-03-2023 01:05,C000737,43,Female,France,SR009,,969.65
INV183782,P0119,Product 119,Fashion,1,27.27,31-05-2023 11:33,C002068,51,Female,U S A,SR006,0,27.27
INV195080,P0161,Product 161,Sports,6,404.58,24-09-2023 05:03,C004109,51,Male,Uk,SR004,0,2427.48
INV189663,P0147,Product 147,Home Decor,3,993.05,12-05-2023 15:37,C003752,36,Male,Uk,SR014,0,2979.15
INV132272,P0012,Product 12  - damaged,Fashon,8 units,871.84,10-09-2023 23:24,C001334,25,Male,UK,SR003,0,6974.72
INV149319,P0014,Product 14,Fashion,3,349.9,29-05-2023 13:11,C003319,38,Female,Germny,SR015,0,1049.7
INV100710,P0136,Product 136,Beauty,1,518.11,08-01-2023 17:01,C003233,56,Male,Austalia,SR018,0,518.11
INV176989,P0104,Product 104  - damaged,BEAUTY ,-3,619.42,11-05-2023 11:50,C003380,39,Male,Australia,SR012,1,-1858.26
INV168116,P0161,Product 161,Sports,1 units,$512.81,25-02-2023 09:14,C004494,29,Female,Canada,SR016,0,512.81
INV145955,P0087,Product 87,GROCERY,-1,238.03,03-11-2023 02:11,C002270,5,Male,Uk,SR016,1,-238.03
INV111604,P0181,Product 181 (,Automotive,6,435.66,16-01-2023 18:24,C004092,68,M,U S A,SR007,0,2613.96
INV172244,P0022,Product 22,beauty ,3,851.88,04-02-2023 11:29,C004773,68,Female,Frnace,SR009,0,2555.64
INV154990,P0062,Product 62,Health,6 units,866.98,07-07-2023 03:32,186,29,Male,Untied States,SR017,0,5201.88
INV178153,P0023,Product 23,Fashon,4,14.42,30-11-2023 11:00,,47,Male,Austalia,SR019,0,57.68
INV157155,P0045,Product 45,Grocery,7 units,119.3,05-12-2023 03:11,C002097,43,Male,UK,SR015,0,835.1
INV171084,P0032,Product 32,Fashion,6,751.7,16-05-2023 15:38,C002870,23,Male,Germny,SR001,0,4510.2
INV139570,P0174,Product 174,GROCERY,2,300.59,07-08-2023 07:37,C003888,35,Fem,France,SR003,0,601.18
INV163236,P0070,Product 70,Electronics,8,$793.74,11-01-2023 17:09,C000657,26,Female,USA,SR017,0,6349.92
INV101132,P0144,Product 144,Fashon,1,$185.88,13-08-2023 20:26,C003222,64,Fem,Frnace,SR003,0,185.88
INV152475,P0046,Product 46,Books,4,71.64,14-08-2023 05:15,C000530,20,Male,Germany,SR011,0,286.56
INV196890,P0052,Product 52,SPORTS,9,964.23,09-02-2023 06:09,C004547,19,Male,USA,SR004,0,8678.07
INV128485,P0200,Product 200,Home Decor,3,545.16,20-05-2023 16:55,C004742,64,Male,India,SR002,0,1635.48
INV134541,P0003,Product 3,electronisc,1,429.76,25-02-2023 02:03,C002174 ,42,Female,Untied States,SR016,0,429.76
INV107107,P0069,Product 69,Fashon,7,553.65,05-04-2023 02:47,C001502,22,Female,Untied States,SR004,0,3875.55
INV163062,P0081,Product 81,Toys,2,273.64,45200,2582,51,Female,Frnace,SR016,0,547.28
INV149034,P0092,Product 92,Home Decor,5,282.89,03-08-2023 17:13,C003973,54,Male,France,SR007,0,1414.45
INV144343,P0173,Product 173,GROCERY,-2,533.61,16-04-2023 13:13,C002949,53,Female,Untied States,SR018,1,-1067.22
INV107402,P0019,,Books,1,18.86,22-02-2023 13:04,C004540,27,Female,Inda,SR002,0,18.86
INV124787,P0107,Product 107 ***,home decor,3,653,44966,C003850,46,Male,USA,SR008,0,1959
INV190128,P0183,Product 183,Automotive,2,491.63,28-11-2023 03:50,C003364,39,Male,Uk,SR015,0,983.26
INV146386,P0112,Product 112,Toys,5,132.89,27-05-2023 18:57,C004747,65,Male,Canad,SR005,0,664.45
INV160037,P0076,Product 76,Electronics,9,429.69,45075,C002856,66,Male,Inda,SR006,0,3867.21
INV14989,P0115,Product 115,electronisc,2,230.54,45077,C004986,39,Female,Uk,SR004,0,461.08
INV184728,P0091,Product 91 ###,Automotive,-1,446.47,01-10-2023 07:12,C003135,47,Female,Inda,SR012,1,-446.47
INV126737,P0105,Product 105,beauty ,4,190.94 USD,26-06-2023 16:07,C004698,27,Female,USA,SR014,0,763.76
INV149593,P0045,Product 45,Grocery,3,402.27,16-02-2023 06:16,C000783,22,Female,Germny,SR007,0,1206.81
INV129827,P0058,Product 58,GROCERY,3,315.36,19-03-2023 15:33,C001235,46,Female,UK,SR015,,946.08
INV196405,P0145,Product 145,TOYS,1 units,26.19,03-02-2023 00:45,C003832,5,M,UK,SR008,0,26.19
INV174778,P0164,Product 164,Grocery,9,585.87,29-05-2023 01:10,C001031,46,Male,U S A,SR006,0,5272.83
INV194167,P0156,Product 156,Electronics,1,369.54,"Jun 02, 2023 02:16 AM",C000710,42,Female,U S A,SR018,0,369.54
INV146927,P0037,Product 37,beauty ,1,258.98,21-01-2023 12:18,C000082,66,Fem,Canad,SR009,0,258.98
INV185571,P0037,Product 37,beauty ,8,416.11,09-04-2023 10:50,C002210,41,Male,Inda,SR006,1,3328.88
INV151095,P0099,Product 99,ELECTRONICS,6,594.27,18-01-2023 06:15,C004137,42,Female,UK,SR015,0,3565.62
INV143628,P0143,Product 143,Toyz,6,134.72,"Jan 02, 2023 02:18 AM",C002919,63,Female,Germany,SR017,0,808.32
INV189742,P0181,Product 181,Automotive,2,400.88,03-07-2023 11:50,C004419,64,Female,Inda,SR007,0,801.76
INV157211,P0191,Product 191 (,Toyz,4,$437.61,31-01-2023 09:11,C000022 ,9,,Australia,SR007,0,1750.44
INV145542,P0086,Product 86,Electronics,1,43.84,08-08-2023 17:59,C002325,64,Female,Frnace,SR005,0,43.84
INV146933,P0187,Product 187,Home Decor,7,32,44978,C003691,51,Male,USA,SR001,0,224
INV190074,P0027,Product 27,Health,3,398.67,25-10-2023 14:37,C004208,61,Female,Canad,SR008,0,1196.01
INV125297,P0123,Product 123 (,Fashon,3,587.16,29-08-2023 01:21,C003315,28,Male,India,SR007,0,"$1,761.48 USD"
INV173931,P0097,Product 97,SPORTS,2,155.04,05-07-2023 08:31,C001605,39,Female,U S A,SR013,0,310.08
INV102719,P0045,Product 45,Grocery,5,195.53,23-10-2023 01:41,C003567,18,Female,Canada,SR014,0,977.65
INV158268,P0028,Product 28,Toys,3,330.24,31-12-2023 07:03,C004926,32,Female,Frnace,SR012,0,990.72
INV168607,P0091,Product 91,Automotive,6,719.63,22-06-2023 21:19,C003668,64,Male,Canada,SR002,0,4317.78
INV156903,P0105,Product 105,beauty ,4,909.84,06-07-2023 20:59,C003231,29,Female,U S A,SR007,0,3639.36
INV126084,P0121,Product 121,home decor,6,632.37,"Feb 03, 2023 03:23 AM",C001790,48,Female,Germny,SR007,0,3794.22
INV146053,P0041,Product 41,Sports,2,342.74,45290,C001821,68,Male,India,SR009,0,685.48
INV105391,P0049,Product 49,Fashion,1,918.34,06-02-2023 17:59,C000115,60,Female,Austalia,SR020,0,918.34
INV166365,P0154,Product 154,Fashion,-2,62.88,11-12-2023 12:08,C000088,38,Female,USA,SR013,1,-125.76
INV18800,P0165,Product 165,BEAUTY,3,735.16,21-05-2023 17:49,C001089,36,Male,Untied States,SR020,Y,2205.48
INV183604,P0032,Product 32,Fashion,3,266.84,45181,C001201,55,Female,U S A,SR017,0,800.52
INV111197,P0002,Product 2,beauty ,3,137.59,12-11-2023 00:48,C003301,45,Female,Canada,SR008,0,412.77
INV102700,P0102,Product 102,Toys,9,768.6,16-05-2023 03:27,C003063,25,F,France,SR012,0,6917.4
INV143464,P0161,Product 161,Sports,7,795.3,45146,C003986,24,Female,Uk,SR007,0,5567.1
INV186000,P0168,Product 168,electronisc,9,342.15,29-03-2023 03:18,C002519,39,Female,U S A,SR015,0,3079.35
INV113451,P0095,Product 95,Beauty,6,737.79,45025,,28,Male,Germny,SR009,,4426.74
INV138302,P0016,Product 16,Fashon,1,701.37,25-06-2023 16:54,C001312,32,Female,Frnace,SR011,0,701.37
INV148645,P0077,Product 77,Beauty,7,473.09,12-09-2023 09:48,,45,Male,Untied States,SR011,0,3311.63
INV154497,P0120,Product 120,BOOKS,1,657.47,01-12-2023 22:43,C001369,30,Female,Austalia,SR012,0,657.47
INV195125,P0111,Product 111,Beauty,5,989.40 USD,19-11-2023 16:19,C000028,33,Male,USA,SR019,0,4947
INV157599,P0032,Product 32,Fashion,6,815.6,09-10-2023 15:10,C000403,23,Male,Germny,SR012,0,4893.6
INV122908,P0060,Product 60,beauty ,3,587.36,19-04-2023 04:17,4376,54,Female,Frnace,SR015,0,1762.08
INV181301,P0002,Product 2,beauty ,9,699.53,20-02-2023 01:17,C001882,57,MALE,Untied States,SR008,0,6295.77
INV144082,P0125,Product 125,electronisc,7,582.08,45216,2199,38,Female,Inda,SR010,0,4074.56
INV167170,P0047,Product 47,Sports,8,48.98,20-05-2023 10:18,2809,57,Female,France,SR010,0,391.84
INV158713,P0189,Product 189 ***,GROCERY,7,389.18,12-08-2023 04:13,C004496,64,Female,Inda,SR020,0,2724.26
INV146351,P0159,Product 159,Fashon,2,937.25,19-08-2023 17:22,C000253,41,Female,Untied States,SR004,0,1874.5
INV112300,P0102,Product 102,Toys,6,813.56,07-07-2023 16:29,C003636,21,Female,Canada,SR008,0,"$4,881.36 USD"
INV109121,P0007,Product 7,electronisc,9,$809.73,16-07-2023 17:38,2406,23,Female,U S A,SR006,0,7287.57
INV121181,P0090,Product 90,Fashon,2,851.58,04-11-2023 17:47,C002891,68,Female,Untied States,SR019,0,1703.16
INV192511,P0083,Product 83,Automotive,1,143.97,29-08-2023 07:57,2261,58,Female,UK,SR003,0,143.97
INV110577,P0180,Product 180,Electronics,9,251.96,45182,C000136,68,Female,USA,SR011,0,"$2,267.64 USD"
INV197325,P0180,Product 180,Electronics,2,798.29,28-04-2023 21:49,C001782,57,Female,Uk,SR019,0,1596.58
INV113090,P0060,Product 60,beauty ,-1,84.62,24-04-2023 01:35,C000078,58,Female,Germany,SR019,1,-84.62
INV196189,P0050,Product 50,Books,8,183.31,22-06-2023 06:49,C004092,68,Female,Frnace,SR002,0,1466.48
INV17623,P0075,Product 75,Home Decor,1,352.42,25-03-2023 13:30,C003373,44,Female,Untied States,SR005,0,352.42
INV132792,P0004,Product 4,Automotive,9 units,588.22,02-05-2023 22:35,C002876,43,Male,Germany,SR006,0,5293.98
INV176213,P0162,Product 162,electronisc,7,$248.30,15-04-2023 01:48,C001167,27,Female,Frnace,SR006,1,1738.1
INV145005,P0099,Product 99,Electronics ,3,$685.21,45023,C003370,19,Male,Untied States,SR005,0,2055.63
INV102237,P0115,Product 115,electronisc,7,715.61,25-02-2023 23:43,C002593,22,Male,Australia,SR019,0,5009.27
INV183623,P0002,Product 2,BEAUTY ,7,227.47,24-10-2023 16:28,,26,Male,USA,SR006,0,1592.29
INV138878,P0034,Product 34,Toys,1,$514.85,21-02-2023 06:26,C001655,44,Male,Germny,SR017,0,514.85
INV167607,P0153,Product 153,Fashion,4,522.75,23-04-2023 15:18,C002146,32,Female,Frnace,SR018,0,2091
INV182574,P0044,Product 44,Fashion,3,775.84,15-11-2023 22:42,C002609,41,Male,Germny,SR003,0,2327.52
INV156843,P0168,Product 168,electronisc,7,744.36,03-07-2023 10:06,C004684,47,Female,Germny,SR006,0,5210.52
INV109118,P0141,Product 141,Health,4 units,278.41,10-02-2023 19:20,C004900,23,Female,USA,SR014,0,1113.64
INV176029,P0081,Product 81,Toys,5,$668.37,28-01-2023 00:36,C000309,35,Male,USA,SR006,0,3341.85
INV186691,P0171,Product 171,Electronics,2,348.58,07-08-2023 11:05,C000221,43,F,Uk,SR002,0,697.16
INV176054,P0102,Product 102,Toys ,7 units,431.7,01-06-2023 14:01,C002013,39,Female,USA,SR005,1,3021.9
INV187126,P0151,Product 151,Toyz,3,472.74,06-12-2023 22:49,C001110,45,Female,Canad,SR007,0,1418.22
INV184797,P0138,Product 138,Books,9,117.27,11-05-2023 21:46,C002749,42,Male,U S A,SR011,0,1055.43
INV127679,P0183,,Automotive,5,701.72,10-01-2023 14:19,3741,65,Female,Uk,SR007,0,3508.6
INV127093,P0069,Product 69,Fashon,7,578.54,"Feb 28, 2023 12:01 PM",C001461,66,Male,USA,SR017,0,4049.78
INV103267,P0013,Product 13,Grocery,8,540.68,10-04-2023 05:49,C004215,43,Male,Canad,SR018,0,4325.44
INV134770,P0099,Product 99,Electronics,5,219.02,16-06-2023 15:13,C000092,20,Male,Frnace,SR013,0,1095.1
INV137608,P0131,Product 131,Home Decor,8,363.77,22-08-2023 20:17,C001080,21,Male,Canad,SR005,0,2910.16
INV154327,P0124,Product 124,Fashon,7,$480.67,31-10-2023 15:33,,42,Female,Untied States,SR016,0,3364.69
INV105283,P0022,Product 22,beauty ,6,497.06,15-11-2023 16:12,C001978,29,Male,Austalia,SR012,0,2982.36
INV187657,P0117,Product 117 (,home decor,4,237.01,20-09-2023 15:16,C004336,22,Male,Canad,SR011,0,948.04
INV168616,P0109,Product 109,Toyz,4,863.2,27-03-2023 00:23,C000181,43,MALE,UK,SR017,0,3452.8
INV194928,P0161,Product 161,Sports,3,808.42,"Jul 18, 2023 10:23 AM",C000857,21,Male,Uk,SR005,0,2425.26
INV113066,P0019,Product 19,Books,9,644.78,03-12-2023 12:22,C003598,47,Female,Canada,SR013,0,5803.02
INV195303,P0083,Product 83,Automotive,9,337.23,18-07-2023 03:11,C002798,,Male,Untied States,SR007,0,3035.07
INV157142,P0168,Product 168,electronisc,8,35.47,07-04-2023 21:26,C003940,34,,Germany,SR004,0,283.76
INV110106,P0032,Product 32,Fashion,4,51.12,13-12-2023 01:59,C002253,19,Female,India,SR005,0,204.48
INV164424,P0112,Product 112,Toys,6,586.03,22-09-2023 07:15,C004668,19,Female,Australia,SR004,0,3516.18
INV182774,P0198,Product 198,Health,9,794.24,26-11-2023 21:30,C004017,61,Female,France,SR010,0,7148.16
INV100816,P0145,Product 145,Toys,-1,843.13,06-04-2023 03:45,C004536,36,Female,Australia,SR015,1,-843.13
INV176112,P0019,Product 19,Books,7 units,903.35,15-04-2023 23:18,C003595,62,,Frnace,SR015,0,6323.45
INV142166,P0013,Product 13,Grocery,2,728.34,25-03-2023 08:47,C004321,69,Male,Inda,SR004,0,1456.68
INV156201,P0035,Product 35,Fashon,5,424.67,45022,C004442,33,Fem,Germany,SR001,0,2123.35
INV191380,P0124,Product 124,Fashon,5,124.31,45213,C003482,50,Female,Untied States,SR013,0,621.55
INV167724,P0024,Product 24,Home Decor,6,993.75,13-05-2023 21:14,C003795,18,Female,France,SR007,0,5962.5
INV140555,P0078,Product 78,Books,4,806.1,15-11-2023 14:03,C000011,66,Female,Inda,SR002,0,3224.4
INV110613,P0169,Product 169,Electronics,6,470.01,01-08-2023 21:33,C002485,52,Male,USA,SR009,0,2820.06
INV184689,P0059,Product 59,home decor,9,411.23,45157,C002563,38,Female,Inda,SR011,0,3701.07
INV187683,P0142,Product 142,Toyz,8,182.23,29-05-2023 09:58,C002349,47,Male,Canad,SR001,0,1457.84
INV160495,P0013,Product 13,Grocery,2,502.05,09-06-2023 18:46,C004309,69,Male,Austalia,SR012,0,1004.1
INV130800,P0009,Product 9,Automotive,-4,126.86,16-05-2023 07:22,C004999,58,Female,Canad,SR012,1,-507.44
INV128288,P0037,Product 37,beauty ,4 units,506.91,22-07-2023 11:14,C003397,31,Male,Germny,SR012,0,2027.64
INV13975,P0072,Product 72,Toyz,4,296.02,14-12-2023 07:07,C004753,50,Female,Australia,SR009,0,1184.08
INV153222,P0046,Product 46,Books,6,308.25,28-01-2023 17:32,C004625,20,Male,U S A,SR009,0,1849.5
INV135715,P0061,Product 61,home decor ,1,439.56,27-07-2023 15:41,C003494,28,MALE,Germny,SR020,0,439.56
INV112203,P0019,Product 19,Books,7,$785.28,44930,,,Male,USA,SR007,Y,5496.96
INV116412,P0060,Product 60,beauty ,4,$923.93,16-01-2023 14:33,C004859,56,Male,Canad,SR006,0,3695.72
INV162574,P0165,Product 165,Beauty,6 units,436.18,10-08-2023 03:45,C002541,49,Male,U S A,SR005,0,2617.08
INV120945,P0092,Product 92,Fashon,1,161.05,45166,C003035,68,Male,Canad,SR002,0,$161.05 USD
INV136281,P0023,Product 23,Fashon,2 units,35.2,09-02-2023 02:29,C003162,61,Female,Germany,SR004,0,70.4
INV197466,P0064,Product 64,home decor,1,70.31,05-09-2023 17:52,C001597,37,Male,Australia,SR011,0,70.31
INV175173,P0136,Product 136,Beauty,4 units,508.31,22-03-2023 00:24,C000168,64,Male,Untied States,SR013,0,2033.24
INV124198,P0021,Product 21,beauty ,9,659.79,45244,C003286,34,Male,UK,SR020,0,5938.11
INV157556,P0116,Product 116,Sports,2,493.26,06-01-2023 00:35,C001613 ,31,Male,Germny,SR009,0,986.52
INV134997,P0159,Product 159,Fashon,4,573.69 USD,45259,C003976,45,Female,Inda,SR013,0,2294.76
INV185942,P0072,Product 72,Toyz,4,701.82,23-04-2023 01:04,C002042,22,Female,Canad,SR019,0,2807.28
INV190000,P0091,Product 91,Automotive,1,727.22,25-09-2023 20:25,C002091,66,Female,Germny,SR011,0,727.22
INV116119,P0104,Product 104,beauty ,8,179.15,12-06-2023 18:55,C003651,62,Male,U S A,SR006,0,1433.2
INV117456,P0119,Product 119,Fashion,8,835.96,04-10-2023 12:02,C001234,43,Female,Frnace,SR018,0,6687.68
INV160681,P0097,Product 97,SPORTS,3,781.95,25-01-2023 18:19,C004953,65,Male,Frnace,SR019,0,2345.85
INV169717,P0052,Product 52,SPORTS,8,844.19,21-12-2023 14:34,C003224,32,Male,UK,SR015,0,6753.52
INV182652,P0007,Product 7,electronisc,2,48.44,44938,C003794,54,Female,Australia,SR015,1,96.88
INV192366,P0082,Product 82,Health,2,617.99,23-11-2023 07:57,C003104,20,,Uk,SR003,0,1235.98
