Transaction_ID,Date,Customer_ID,Customer_Age,Gender,Location,Product_Category,Product_Name,Unit_Price,Quantity,Discount_Applied,Total_Revenue,Payment_Method,Delivery_Time_Days,Customer_Rating
TXN1200,07-01-2023,CUST_6911,38,Male,UK,Home & Kitchen,Blender,238.11,3,0.03,692.9,Crypto,9,3.5
TXN1201,07-01-2023,CUST_20501,40,Female,UAE,Apparel,Formal Shirt,125.25,2,0.11,222.94,Credit Card,4,4.4
TXN1202,07-01-2023,CUST_9536,45,Female,Germany,Beauty,Moisturizing Cream,74,1,0.14,63.64,Bank Transfer,1,3.5
TXN1203,07-01-2023,CUST_13567,45,Male,Pakistan,Apparel,Formal Shirt,147.58,3,0.03,429.46,Credit Card,14,1.4
TXN1204,07-01-2023,CUST_22931,21,Male,UAE,Sports,Yoga Mat,94.94,1,0.13,82.6,Bank Transfer,12,1.3
TXN1205,07-01-2023,CUST_5121,25,Female,Germany,Electronics,Smartwatch,794.31,1,0.06,746.65,Credit Card,5,3.4
TXN1206,07-01-2023,CUST_16645,40,Male,USA,Apparel,Cotton T-Shirt,75.56,1,0.14,64.98,PayPal,6,3.5
TXN1207,07-01-2023,CUST_18844,40,Male,UK,Beauty,Moisturizing Cream,19.08,1,0.1,17.17,PayPal,14,1.3
TXN1208,07-01-2023,CUST_16781,40,Female,UK,Apparel,Formal Shirt,53.79,1,0.07,50.02,PayPal,4,4.8
TXN1209,07-01-2023,CUST_14998,70,Male,Pakistan,Home & Kitchen,Coffee Maker,60.17,2,0.02,117.93,Credit Card,1,4.7
TXN1210,07-01-2023,CUST_10756,40,Female,Pakistan,Beauty,Hair Serum,37.21,3,0.04,107.16,Credit Card,2,4.8
TXN1211,07-01-2023,CUST_11784,46,Male,Pakistan,Apparel,Running Shoes,67.17,3,0.05,191.43,PayPal,10,3.5
TXN1212,07-01-2023,CUST_17150,44,Female,Pakistan,Electronics,Smartphone 128GB,919.96,3,0.07,2566.69,PayPal,2,3.4
TXN1213,08-01-2023,CUST_11344,41,Female,Germany,Beauty,Moisturizing Cream,48.04,3,0.14,123.94,PayPal,15,2.3
TXN1214,08-01-2023,CUST_11959,31,Non-binary,Germany,Home & Kitchen,Air Fryer,182.35,3,0.07,508.76,PayPal,6,4.3
TXN1215,08-01-2023,CUST_4746,42,Female,Pakistan,Beauty,Lipstick Set,20.21,1,0.08,18.59,Credit Card,5,4.4
TXN1216,08-01-2023,CUST_7012,27,Male,UAE,Electronics,4K Smart TV,755.04,1,0.07,702.19,Credit Card,5,4.4
TXN1217,08-01-2023,CUST_22717,32,Male,Pakistan,Electronics,Wireless Noise-Canceling Headphones,656.92,3,0.14,1694.85,Bank Transfer,9,4.9
TXN1218,08-01-2023,CUST_17993,30,Male,Germany,Apparel,Running Shoes,100.85,2,0.12,177.5,PayPal,10,4.6
TXN1219,08-01-2023,CUST_15814,35,Female,UK,Beauty,Perfume,62.68,1,0.14,53.9,Bank Transfer,8,4.3
TXN1220,08-01-2023,CUST_18391,58,Female,UK,Home & Kitchen,Blender,127.2,3,0.12,335.81,PayPal,3,4.1
TXN1221,08-01-2023,CUST_9904,18,Non-binary,India,Apparel,Winter Jacket,75.11,3,0.06,211.81,PayPal,8,3.4
TXN1222,08-01-2023,CUST_13867,41,Male,UK,Apparel,Winter Jacket,43.73,3,0.03,127.25,PayPal,8,4.7
TXN1223,08-01-2023,CUST_17751,18,Male,UK,Apparel,Running Shoes,61.42,2,0.04,117.93,Credit Card,15,1.5
TXN1224,08-01-2023,CUST_19221,30,Male,UAE,Electronics,Wireless Noise-Canceling Headphones,801.43,2,0.14,1378.46,PayPal,11,1.7
TXN1225,08-01-2023,CUST_13165,45,Female,India,Home & Kitchen,Microwave Oven,91.59,2,0,183.18,Crypto,10,3.6
TXN1226,08-01-2023,CUST_16421,35,Female,UAE,Electronics,Gaming Laptop,1193.55,1,0.09,1086.13,Credit Card,15,1.3
TXN1227,08-01-2023,CUST_21362,24,Male,India,Apparel,Winter Jacket,96.52,3,0.12,254.81,Bank Transfer,5,3.6
TXN1228,08-01-2023,CUST_20796,27,Female,Germany,Home & Kitchen,Vacuum Cleaner,103.44,1,0.04,99.3,Credit Card,7,3.4
TXN1229,08-01-2023,CUST_15954,41,Male,Pakistan,Apparel,Denim Jeans,24.14,2,0.05,45.87,Credit Card,5,4.1
TXN1230,08-01-2023,CUST_5128,27,Male,Germany,Apparel,Denim Jeans,15.84,2,0.12,27.88,PayPal,14,2
TXN1231,08-01-2023,CUST_7253,37,Male,Pakistan,Apparel,Formal Shirt,61.06,1,0.09,55.56,Credit Card,8,3.7
TXN1232,08-01-2023,CUST_18217,35,Non-binary,UK,Apparel,Formal Shirt,19.84,3,0.01,58.92,Bank Transfer,11,1.5
TXN1233,08-01-2023,CUST_9839,28,Non-binary,Pakistan,Home & Kitchen,Air Fryer,59.66,2,0.13,103.81,Credit Card,11,2.4
TXN1234,08-01-2023,CUST_17670,56,Male,India,Home & Kitchen,Vacuum Cleaner,189.45,3,0.05,539.93,Credit Card,15,2.2
TXN1235,08-01-2023,CUST_6205,41,Male,India,Apparel,Formal Shirt,66.78,1,0.09,60.77,Credit Card,13,1.4
TXN1236,08-01-2023,CUST_13057,18,Female,UAE,Electronics,Smartwatch,749.61,3,0.1,2023.95,Bank Transfer,13,1.2
TXN1237,08-01-2023,CUST_20794,36,Female,Pakistan,Apparel,Cotton T-Shirt,54.79,1,0.1,49.31,PayPal,12,2.6
TXN1238,08-01-2023,CUST_7705,28,Male,Pakistan,Electronics,4K Smart TV,909.16,3,0.12,2400.18,Crypto,15,1.5
TXN1239,08-01-2023,CUST_14260,43,Female,Pakistan,Sports,Cycling Helmet,167.26,3,0.07,466.66,Crypto,4,3.9
TXN1240,08-01-2023,CUST_8428,27,Female,UK,Sports,Dumbbell Set,155.24,1,0.02,152.14,PayPal,3,3.3
TXN1241,08-01-2023,CUST_7947,33,Non-binary,UK,Apparel,Formal Shirt,18.56,2,0.05,35.26,Credit Card,15,1.5
TXN1242,08-01-2023,CUST_12173,40,Female,UK,Beauty,Hair Serum,29.81,2,0.01,59.02,Bank Transfer,5,4.2
TXN1243,08-01-2023,CUST_21015,43,Male,UK,Electronics,4K Smart TV,699.49,1,0.01,692.5,Credit Card,10,3.5
TXN1244,09-01-2023,CUST_5663,22,Female,USA,Home & Kitchen,Coffee Maker,99,2,0.02,194.04,Credit Card,1,4
TXN1245,09-01-2023,CUST_9730,31,Male,USA,Home & Kitchen,Blender,186,1,0.03,180.42,PayPal,9,3.1
TXN1246,09-01-2023,CUST_9798,30,Female,Germany,Electronics,Gaming Laptop,890.64,2,0,1781.28,Credit Card,5,3.1
TXN1247,09-01-2023,CUST_14991,28,Female,Pakistan,Home & Kitchen,Blender,243.24,2,0.04,467.02,Credit Card,13,1.5
TXN1248,09-01-2023,CUST_6317,52,Female,UK,Apparel,Formal Shirt,92.9,1,0.1,83.61,Bank Transfer,11,2.2
TXN1249,09-01-2023,CUST_19876,39,Male,UK,Sports,Tennis Racket,197.68,2,0,395.36,Credit Card,10,3.5
TXN1250,09-01-2023,CUST_15694,22,Female,India,Apparel,Running Shoes,95.82,1,0.12,84.32,PayPal,3,5
TXN1251,09-01-2023,CUST_5603,44,Female,USA,Electronics,Smartphone 128GB,1194.49,1,0.03,1158.66,Credit Card,6,3
TXN1252,09-01-2023,CUST_13030,56,Male,UAE,Beauty,Lipstick Set,56.18,3,0.09,153.37,Credit Card,10,3.2
TXN1253,09-01-2023,CUST_9861,45,Male,UAE,Home & Kitchen,Coffee Maker,84.16,2,0.06,158.22,Bank Transfer,6,4.4
TXN1254,09-01-2023,CUST_8398,19,Male,UK,Sports,Yoga Mat,190.17,3,0.02,559.1,Credit Card,3,4
TXN1255,09-01-2023,CUST_6686,30,Female,Pakistan,Electronics,Wireless Noise-Canceling Headphones,331.01,2,0.09,602.44,Bank Transfer,15,1.3
TXN1256,09-01-2023,CUST_14948,47,Male,India,Apparel,Formal Shirt,18.81,3,0.07,52.48,Bank Transfer,13,2.6
TXN1257,09-01-2023,CUST_4102,27,Male,Germany,Apparel,Winter Jacket,44.79,1,0.01,44.34,PayPal,13,2.3
TXN1258,09-01-2023,CUST_15071,39,Male,Germany,Apparel,Running Shoes,61.1,3,0.13,159.47,Bank Transfer,8,4.1
TXN1259,09-01-2023,CUST_20285,42,Female,UAE,Electronics,4K Smart TV,1104.8,3,0.06,3115.54,Credit Card,11,1.2
TXN1260,09-01-2023,CUST_12300,25,Female,USA,Apparel,Running Shoes,60.74,3,0.13,158.53,Credit Card,14,1.7
TXN1261,09-01-2023,CUST_12794,34,Male,Pakistan,Apparel,Running Shoes,19.81,3,0.13,51.7,Bank Transfer,14,1.5
TXN1262,09-01-2023,CUST_14986,18,Non-binary,Pakistan,Apparel,Winter Jacket,52.13,3,0.1,140.75,PayPal,3,3.8
TXN1263,09-01-2023,CUST_14758,24,Female,Germany,Home & Kitchen,Blender,216.58,1,0.13,188.42,PayPal,4,3.5
TXN1264,09-01-2023,CUST_4541,32,Male,UAE,Sports,Yoga Mat,82.92,3,0.13,216.42,Credit Card,15,1.8
TXN1265,09-01-2023,CUST_5788,22,Female,UK,Beauty,Perfume,69.3,2,0.09,126.13,Credit Card,1,3.5
TXN1266,09-01-2023,CUST_21885,51,Female,UK,Home & Kitchen,Air Fryer,159.22,2,0.14,273.86,Credit Card,4,3.4
TXN1267,09-01-2023,CUST_16370,20,Female,India,Apparel,Denim Jeans,79.37,3,0.05,226.2,PayPal,12,2.7
TXN1268,09-01-2023,CUST_7217,30,Male,India,Electronics,Smartwatch,86.53,2,0.04,166.14,Credit Card,10,3.7
TXN1269,09-01-2023,CUST_23583,36,Female,Pakistan,Electronics,4K Smart TV,1107.57,2,0,2215.14,Bank Transfer,7,4.8
TXN1270,09-01-2023,CUST_6112,49,Male,USA,Sports,Dumbbell Set,42.76,2,0.15,72.69,PayPal,14,2.1
TXN1271,09-01-2023,CUST_21942,20,Female,UK,Electronics,Wireless Noise-Canceling Headphones,647.27,3,0.01,1922.39,Credit Card,8,3.5
TXN1272,09-01-2023,CUST_22098,46,Female,UAE,Electronics,Smartphone 128GB,743.4,1,0.06,698.8,Credit Card,10,3.2
TXN1273,09-01-2023,CUST_5261,35,Female,UK,Sports,Tennis Racket,170.96,3,0.12,451.33,Credit Card,14,2.8
TXN1274,09-01-2023,CUST_8527,25,Male,USA,Electronics,Smartphone 128GB,834.92,3,0.11,2229.24,Credit Card,10,4.9
TXN1275,09-01-2023,CUST_14281,39,Non-binary,UK,Apparel,Denim Jeans,88.99,1,0.11,79.2,PayPal,10,3.7
TXN1276,10-01-2023,CUST_13052,36,Female,UK,Beauty,Hair Serum,65.93,2,0.07,122.63,PayPal,5,3.8
TXN1277,10-01-2023,CUST_4758,28,Female,USA,Electronics,Smartphone 128GB,1287.86,1,0.07,1197.71,Crypto,7,3.8
TXN1278,10-01-2023,CUST_14934,35,Male,UAE,Electronics,Smartphone 128GB,715.98,2,0.05,1360.36,Credit Card,14,2.4
TXN1279,10-01-2023,CUST_19036,31,Male,USA,Electronics,Gaming Laptop,382.19,3,0.03,1112.17,Credit Card,9,3.5
TXN1280,10-01-2023,CUST_19035,36,Non-binary,UAE,Beauty,Moisturizing Cream,27.14,3,0.13,70.84,Credit Card,2,3.5
TXN1281,10-01-2023,CUST_19844,41,Non-binary,UAE,Home & Kitchen,Blender,135.72,2,0.04,260.58,Credit Card,5,4.9
TXN1282,10-01-2023,CUST_4001,50,Male,UAE,Home & Kitchen,Blender,58.68,1,0.06,55.16,PayPal,12,2.5
TXN1283,10-01-2023,CUST_14643,22,Male,India,Apparel,Cotton T-Shirt,16.91,2,0.09,30.78,Bank Transfer,1,3.3
TXN1284,10-01-2023,CUST_14610,56,Male,India,Home & Kitchen,Blender,146.46,2,0.02,287.06,PayPal,5,4.6
TXN1285,10-01-2023,CUST_14231,18,Male,USA,Apparel,Cotton T-Shirt,97.88,2,0.11,174.23,Bank Transfer,4,4.6
TXN1286,10-01-2023,CUST_17080,33,Male,UAE,Apparel,Cotton T-Shirt,117.66,3,0.05,335.33,Crypto,12,2.3
TXN1287,10-01-2023,CUST_5043,40,Male,USA,Sports,Football,176.29,1,0.13,153.37,Credit Card,15,2.3
TXN1288,10-01-2023,CUST_7589,37,Female,Pakistan,Electronics,Wireless Noise-Canceling Headphones,731.94,2,0.1,1317.49,PayPal,13,1.3
TXN1289,10-01-2023,CUST_14400,28,Male,UAE,Electronics,4K Smart TV,295.27,3,0.03,859.24,PayPal,5,4
TXN1290,10-01-2023,CUST_14317,32,Non-binary,Germany,Electronics,Smartwatch,1350.57,1,0.1,1215.51,PayPal,6,4.6
TXN1291,10-01-2023,CUST_23071,30,Female,UAE,Beauty,Lipstick Set,14.64,1,0.05,13.91,Credit Card,8,4.4
TXN1292,10-01-2023,CUST_20682,29,Male,Germany,Sports,Dumbbell Set,35.39,2,0.01,70.07,PayPal,5,4.4
TXN1293,10-01-2023,CUST_22967,43,Non-binary,UAE,Beauty,Moisturizing Cream,63.9,2,0.03,123.97,Credit Card,13,2.2
TXN1294,10-01-2023,CUST_9143,38,Female,USA,Sports,Yoga Mat,186.12,3,0.04,536.03,Credit Card,13,2.7
TXN1295,10-01-2023,CUST_20231,28,Male,India,Electronics,4K Smart TV,486.07,2,0.13,845.76,Credit Card,6,4.9
TXN1296,10-01-2023,CUST_5109,43,Female,UK,Apparel,Denim Jeans,43.3,2,0.05,82.27,PayPal,14,1.2
TXN1297,10-01-2023,CUST_15651,38,Male,Pakistan,Beauty,Moisturizing Cream,60.99,2,0.1,109.78,Bank Transfer,10,4.6
TXN1298,10-01-2023,CUST_22251,43,Female,UAE,Home & Kitchen,Microwave Oven,162.37,2,0.15,276.03,PayPal,3,4.6
TXN1299,10-01-2023,CUST_22243,41,Female,India,Apparel,Running Shoes,102.31,1,0.1,92.08,Credit Card,14,1.3
TXN1300,10-01-2023,CUST_19988,26,Male,UAE,Electronics,Wireless Noise-Canceling Headphones,680.04,1,0.08,625.64,Credit Card,2,4.8
TXN1301,10-01-2023,CUST_12599,29,Female,Pakistan,Electronics,Gaming Laptop,677.14,2,0.06,1273.02,PayPal,15,2
TXN1302,10-01-2023,CUST_11965,42,Female,India,Apparel,Running Shoes,102.45,2,0.11,182.36,PayPal,3,4.6
TXN1303,10-01-2023,CUST_11501,41,Male,UAE,Beauty,Lipstick Set,29.07,3,0.01,86.34,Credit Card,14,3.5
TXN1304,10-01-2023,CUST_10339,34,Male,UK,Electronics,4K Smart TV,489.21,2,0.1,880.58,PayPal,3,3.5
TXN1305,10-01-2023,CUST_15928,36,Non-binary,USA,Electronics,4K Smart TV,1470.46,3,0.1,3970.24,Credit Card,6,3.4
TXN1306,10-01-2023,CUST_17615,47,Female,Germany,Beauty,Hair Serum,40.91,1,0.14,35.18,Credit Card,6,3.2
TXN1307,10-01-2023,CUST_14423,29,Female,USA,Electronics,Smartwatch,78.26,2,0.07,145.56,Credit Card,3,4
TXN1308,11-01-2023,CUST_16032,40,Female,India,Apparel,Winter Jacket,124.51,2,0.13,216.65,Credit Card,10,4.6
TXN1309,11-01-2023,CUST_22823,32,Male,India,Electronics,4K Smart TV,1120.12,3,0.07,3125.13,Credit Card,13,3.5
TXN1310,11-01-2023,CUST_13536,32,Female,Pakistan,Apparel,Denim Jeans,72.08,3,0.1,194.62,PayPal,14,1.4
TXN1311,11-01-2023,CUST_20801,45,Female,UK,Beauty,Moisturizing Cream,77.46,1,0.08,71.26,PayPal,1,4.3
TXN1312,11-01-2023,CUST_21650,43,Female,Germany,Home & Kitchen,Coffee Maker,40.6,1,0.04,38.98,Credit Card,10,4.3
TXN1313,11-01-2023,CUST_13139,43,Female,Pakistan,Apparel,Running Shoes,52.26,2,0.12,91.98,PayPal,5,4.8
TXN1314,11-01-2023,CUST_19913,48,Female,UK,Beauty,Perfume,69.31,2,0.02,135.85,Credit Card,15,1.6
TXN1315,11-01-2023,CUST_15346,35,Female,UK,Apparel,Formal Shirt,117.5,1,0.06,110.45,Credit Card,14,2.6
TXN1316,11-01-2023,CUST_14872,41,Female,USA,Electronics,Smartphone 128GB,472.42,1,0.14,406.28,Credit Card,1,4.5
TXN1317,11-01-2023,CUST_16042,31,Female,USA,Electronics,4K Smart TV,1292.72,3,0.01,3839.38,PayPal,8,3.2
TXN1318,11-01-2023,CUST_12461,38,Male,UK,Electronics,Gaming Laptop,1002.67,3,0.05,2857.61,PayPal,3,5
TXN1319,11-01-2023,CUST_7183,33,Female,Germany,Electronics,4K Smart TV,474.82,1,0.09,432.09,Bank Transfer,6,4.9
TXN1320,11-01-2023,CUST_11937,35,Female,Germany,Electronics,Wireless Noise-Canceling Headphones,1457.2,3,0.1,3934.44,PayPal,7,4.7
TXN1321,11-01-2023,CUST_10101,40,Female,India,Beauty,Moisturizing Cream,73.35,3,0.05,209.05,Credit Card,8,3.1
TXN1322,11-01-2023,CUST_16389,26,Female,India,Electronics,Wireless Noise-Canceling Headphones,484.48,3,0.02,1424.37,Credit Card,10,4
TXN1323,11-01-2023,CUST_4523,55,Female,Pakistan,Home & Kitchen,Vacuum Cleaner,98.92,2,0.07,183.99,Credit Card,1,3.9
TXN1324,11-01-2023,CUST_13669,24,Male,UK,Home & Kitchen,Coffee Maker,197.16,2,0.03,382.49,Credit Card,8,5
TXN1325,11-01-2023,CUST_23613,22,Male,UAE,Electronics,Wireless Noise-Canceling Headphones,1449.14,3,0.04,4173.52,Credit Card,8,3.7
TXN1326,11-01-2023,CUST_13591,46,Female,UAE,Home & Kitchen,Coffee Maker,292.43,2,0.11,520.53,Credit Card,3,4
TXN1327,11-01-2023,CUST_11485,42,Male,Germany,Sports,Yoga Mat,28.26,3,0.11,75.45,Bank Transfer,9,3.4
TXN1328,11-01-2023,CUST_14299,41,Non-binary,India,Sports,Dumbbell Set,62.74,3,0.09,171.28,PayPal,12,1.6
TXN1329,11-01-2023,CUST_9041,41,Male,India,Apparel,Running Shoes,62.63,1,0.03,60.75,PayPal,13,1.1
TXN1330,11-01-2023,CUST_8862,34,Male,India,Electronics,4K Smart TV,347.17,1,0.07,322.87,Credit Card,8,4.9
TXN1331,11-01-2023,CUST_12150,26,Non-binary,India,Apparel,Running Shoes,26.23,3,0.08,72.39,Bank Transfer,5,4.6
TXN1332,11-01-2023,CUST_5905,35,Male,Germany,Apparel,Formal Shirt,41.56,2,0.01,82.29,Credit Card,12,1.4
TXN1333,11-01-2023,CUST_14456,28,Male,UAE,Apparel,Cotton T-Shirt,92.4,3,0.03,268.88,Bank Transfer,14,2.7
TXN1334,11-01-2023,CUST_17274,44,Male,UK,Electronics,Gaming Laptop,793.33,1,0.12,698.13,PayPal,15,2.2
TXN1335,11-01-2023,CUST_6150,33,Female,UAE,Apparel,Cotton T-Shirt,87.87,1,0.07,81.72,Crypto,1,4.3
TXN1336,11-01-2023,CUST_7259,26,Male,UAE,Apparel,Winter Jacket,142.97,3,0.02,420.33,Bank Transfer,11,2.4
TXN1337,11-01-2023,CUST_15548,31,Male,Pakistan,Electronics,Gaming Laptop,352.51,3,0.04,1015.23,Credit Card,13,2.4
TXN1338,11-01-2023,CUST_9761,39,Non-binary,Pakistan,Apparel,Denim Jeans,75.72,1,0.09,68.91,PayPal,13,2.7
TXN1339,12-01-2023,CUST_19985,29,Male,India,Apparel,Winter Jacket,69.43,3,0.14,179.13,Credit Card,5,4.2
TXN1340,12-01-2023,CUST_8717,26,Female,Pakistan,Beauty,Perfume,72.67,3,0.14,187.49,PayPal,10,3.8
TXN1341,12-01-2023,CUST_19947,37,Male,India,Apparel,Denim Jeans,67.9,3,0.12,179.26,Credit Card,12,1.8
TXN1342,12-01-2023,CUST_18804,37,Male,Germany,Electronics,Smartphone 128GB,63.66,2,0.04,122.23,Bank Transfer,2,3.6
TXN1343,12-01-2023,CUST_10902,29,Female,UAE,Apparel,Running Shoes,145.6,3,0.11,388.75,Bank Transfer,9,3.5
TXN1344,12-01-2023,CUST_20964,30,Male,UK,Electronics,Smartwatch,169.8,3,0.1,458.46,Credit Card,1,3.6
TXN1345,12-01-2023,CUST_9675,37,Male,USA,Sports,Dumbbell Set,163.14,1,0.05,154.98,Credit Card,3,4.3
TXN1346,12-01-2023,CUST_4115,20,Female,Germany,Electronics,4K Smart TV,548.69,3,0.01,1629.61,PayPal,1,4.9
TXN1347,12-01-2023,CUST_8744,20,Female,Pakistan,Apparel,Formal Shirt,21.8,2,0.06,40.98,PayPal,14,1.4
TXN1348,12-01-2023,CUST_17109,27,Female,UAE,Electronics,Wireless Noise-Canceling Headphones,1362.85,3,0.08,3761.47,PayPal,13,1.6
TXN1349,12-01-2023,CUST_12428,32,Male,USA,Apparel,Winter Jacket,62.56,1,0.09,56.93,Credit Card,5,4
TXN1350,12-01-2023,CUST_4875,38,Female,Pakistan,Beauty,Hair Serum,7.59,1,0.13,6.6,PayPal,13,2.5
TXN1351,12-01-2023,CUST_19293,49,Male,Germany,Sports,Cycling Helmet,58.99,2,0.09,107.36,Credit Card,5,3.5
TXN1352,12-01-2023,CUST_17539,43,Female,Pakistan,Apparel,Running Shoes,95.48,2,0.01,189.05,Bank Transfer,6,4
TXN1353,12-01-2023,CUST_15626,33,Female,Pakistan,Apparel,Cotton T-Shirt,84.03,2,0.04,161.34,Bank Transfer,6,4.7
TXN1354,12-01-2023,CUST_15272,34,Female,UAE,Electronics,Smartphone 128GB,932.31,3,0.11,2489.27,PayPal,6,3.5
TXN1355,12-01-2023,CUST_21902,24,Male,UK,Electronics,4K Smart TV,425.13,3,0.12,1122.34,PayPal,6,4.7
TXN1356,12-01-2023,CUST_5178,34,Male,UAE,Home & Kitchen,Microwave Oven,151.59,2,0.06,284.99,Credit Card,7,4.1
TXN1357,12-01-2023,CUST_11574,32,Female,Pakistan,Electronics,Gaming Laptop,529.83,1,0.08,487.44,PayPal,14,1.5
TXN1358,12-01-2023,CUST_21294,38,Non-binary,Germany,Apparel,Formal Shirt,107.9,3,0.07,301.04,Credit Card,7,3.8
TXN1359,12-01-2023,CUST_14779,26,Male,Pakistan,Electronics,Gaming Laptop,1264.89,3,0.14,3263.42,Credit Card,5,4.6
TXN1360,12-01-2023,CUST_20618,40,Female,UK,Electronics,4K Smart TV,547.38,2,0.12,963.39,PayPal,13,2.9
TXN1361,12-01-2023,CUST_18408,50,Male,UAE,Home & Kitchen,Blender,110.73,2,0.12,194.88,Credit Card,3,4.8
TXN1362,12-01-2023,CUST_9464,33,Male,UK,Home & Kitchen,Blender,153.13,2,0.09,278.7,Credit Card,6,3.3
TXN1363,12-01-2023,CUST_4290,39,Non-binary,Pakistan,Home & Kitchen,Blender,276.57,3,0.1,746.74,Bank Transfer,13,2.7
TXN1364,12-01-2023,CUST_5979,41,Non-binary,UAE,Beauty,Face Wash,48.07,2,0.05,91.33,Bank Transfer,8,4.2
TXN1365,12-01-2023,CUST_4505,30,Male,Germany,Home & Kitchen,Blender,237.08,1,0.08,218.11,Credit Card,2,3.1
TXN1366,12-01-2023,CUST_4203,37,Male,UAE,Home & Kitchen,Air Fryer,122.79,2,0.01,243.12,PayPal,5,3.6
TXN1367,12-01-2023,CUST_10104,35,Male,UAE,Apparel,Denim Jeans,24.35,3,0.01,72.32,PayPal,4,3.5
TXN1368,12-01-2023,CUST_10675,35,Female,UK,Electronics,4K Smart TV,1106.19,3,0.05,3152.64,Credit Card,6,3.5
TXN1369,12-01-2023,CUST_13387,27,Male,UK,Apparel,Formal Shirt,17.61,2,0.1,31.7,Credit Card,7,4.3
TXN1370,12-01-2023,CUST_6882,35,Male,UK,Electronics,Smartwatch,512.69,3,0.09,1399.64,Credit Card,14,1.8
TXN1371,12-01-2023,CUST_13372,39,Male,UAE,Beauty,Lipstick Set,41.91,1,0.08,38.56,Bank Transfer,10,4.5
TXN1372,13-01-2023,CUST_10735,49,Male,Pakistan,Beauty,Lipstick Set,60.5,2,0.12,106.48,Bank Transfer,11,1.8
TXN1373,13-01-2023,CUST_8828,44,Non-binary,UK,Home & Kitchen,Air Fryer,189.77,1,0.07,176.49,Credit Card,7,3.9
TXN1374,13-01-2023,CUST_10575,56,Male,Pakistan,Home & Kitchen,Microwave Oven,168.33,1,0.11,149.81,Credit Card,13,2.1
TXN1375,13-01-2023,CUST_15334,27,Male,Pakistan,Electronics,4K Smart TV,394.37,1,0.1,354.93,Credit Card,11,1.1
TXN1376,13-01-2023,CUST_11032,43,Female,Pakistan,Sports,Yoga Mat,126.45,2,0.07,235.2,Bank Transfer,14,1.1
TXN1377,13-01-2023,CUST_16157,36,Non-binary,UAE,Beauty,Moisturizing Cream,23.78,2,0.04,45.66,Credit Card,9,3.9
TXN1378,13-01-2023,CUST_15556,56,Female,Pakistan,Home & Kitchen,Microwave Oven,195.01,1,0.02,191.11,Credit Card,7,4.4
TXN1379,13-01-2023,CUST_18505,26,Female,Germany,Apparel,Running Shoes,104.31,1,0.14,89.71,PayPal,6,3.9
TXN1380,13-01-2023,CUST_15883,26,Non-binary,India,Apparel,Winter Jacket,146.73,1,0.03,142.33,PayPal,12,1.4
TXN1381,13-01-2023,CUST_15605,29,Male,UAE,Apparel,Formal Shirt,85.23,2,0.08,156.82,Credit Card,10,4.1
TXN1382,13-01-2023,CUST_7548,18,Female,Germany,Apparel,Denim Jeans,88.04,3,0.05,250.91,PayPal,14,2.5
TXN1383,13-01-2023,CUST_13532,29,Male,Pakistan,Apparel,Cotton T-Shirt,35.07,2,0.02,68.74,Credit Card,12,2.6
TXN1384,13-01-2023,CUST_8598,27,Non-binary,UAE,Home & Kitchen,Coffee Maker,230.7,3,0.01,685.18,PayPal,5,3.7
TXN1385,13-01-2023,CUST_4538,36,Female,UAE,Apparel,Denim Jeans,101.44,1,0.11,90.28,Crypto,3,4.4
TXN1386,13-01-2023,CUST_11451,38,Female,USA,Sports,Cycling Helmet,68.76,1,0.06,64.63,PayPal,14,1.6
TXN1387,13-01-2023,CUST_11909,53,Female,Pakistan,Beauty,Hair Serum,78.42,1,0.03,76.07,PayPal,7,4.3
TXN1388,13-01-2023,CUST_21808,44,Female,UAE,Electronics,Smartwatch,119.35,3,0.07,332.99,PayPal,9,4.5
TXN1389,13-01-2023,CUST_11695,29,Male,USA,Apparel,Winter Jacket,48.13,2,0.08,88.56,Credit Card,1,3.5
TXN1390,13-01-2023,CUST_11447,26,Non-binary,USA,Apparel,Formal Shirt,96.87,2,0.07,180.18,PayPal,6,3.1
TXN1391,13-01-2023,CUST_19851,39,Female,Pakistan,Electronics,4K Smart TV,778.47,1,0.07,723.98,PayPal,15,2.5
TXN1392,13-01-2023,CUST_23593,21,Male,India,Beauty,Perfume,60.8,2,0.1,109.44,Credit Card,11,1.8
TXN1393,13-01-2023,CUST_4440,53,Male,UAE,Home & Kitchen,Coffee Maker,234.21,1,0.09,213.13,Credit Card,5,4.1
TXN1394,13-01-2023,CUST_20704,46,Female,Pakistan,Apparel,Cotton T-Shirt,96.22,2,0.09,175.12,Credit Card,14,1.7
TXN1395,13-01-2023,CUST_12776,30,Male,Pakistan,Home & Kitchen,Vacuum Cleaner,134.56,3,0.06,379.46,PayPal,7,3
TXN1396,13-01-2023,CUST_16417,18,Female,UAE,Home & Kitchen,Vacuum Cleaner,245,2,0.13,426.3,Bank Transfer,7,3.1
TXN1397,14-01-2023,CUST_4409,48,Male,Pakistan,Sports,Football,171.97,1,0,171.97,Bank Transfer,1,4
TXN1398,14-01-2023,CUST_23180,33,Female,USA,Electronics,Wireless Noise-Canceling Headphones,1032.15,1,0.03,1001.19,Bank Transfer,5,3.2
TXN1399,14-01-2023,CUST_11693,47,Male,India,Home & Kitchen,Vacuum Cleaner,170.7,2,0.02,334.57,Credit Card,4,4.4
